"sample_size","density_error","weight_error"
50,0.988754252685854,14.6004783436244
50,1.11782661932715,NA
50,1.0990323100322,6.05565719421183
50,1.05501119074842,6.13451897411464
50,0.923956270836695,12.063671057943
50,0.78703333160931,2.04913199278475
50,0.964641892672654,6.4667118346086
50,1.00833170719874,7.62651361894428
50,0.987860077082111,13.2961138677812
50,0.890246230943288,0.396705347407325
50,0.916492986245917,7.59718693560967
50,0.916824842157876,5.76804111287893
50,1.19139943062121,2.42788199794781
50,1.0109432311094,0.869193585912737
50,1.04938970641345,2.7113952212037
50,1.11977877954993,8.84217288193593
50,0.906261668788466,11.1320337453995
50,1.11737475843036,NA
50,0.928602051349077,0.997453781837493
50,0.857495164862447,8.32938353531501
50,1.07017701681371,3.7447664582871
50,1.07866330596779,9.79906939242129
50,0.941038567233475,3.49190432289824
50,1.09246032336227,0.959240963580774
50,1.01526173810924,4.07547790469507
50,0.878780025001665,10.9778016754677
50,1.12349641790327,8.56596150530946
50,1.08784343283071,9.67777719563582
50,1.0765212103631,6.60940305937669
50,0.988972240214375,15.3393911753882
50,1.19123996735675,7.87286285034985
50,0.957057936300191,3.58237038645227
50,0.981749749597448,1.22109634959125
50,1.03902115436156,0.960295819272255
50,1.03570023412378,5.80948229468906
50,0.991576529760955,6.77919412827417
50,1.0778840552333,1.85464899547721
50,0.824684950071479,7.69644514584358
50,0.868273337685605,14.1225899086182
50,1.00601903349491,18.7453619049818
50,1.10112021494217,1.11041174632953
50,0.848745882400623,6.73281238824987
50,1.10133048090109,5.50862541547783
50,0.950137175581623,1.04845195060826
50,1.08133830483501,NA
50,1.01205891960799,1.84674273843939
50,1.0139552090968,0.967214206979506
50,1.05270974180868,11.7993031594461
50,0.971823993058753,1.78743677579218
50,1.07306489304835,4.14776830601659
50,1.08927367175532,6.09642809237912
50,1.07433626366455,1.81368054824756
50,0.943647333510878,20.6148029258768
50,0.929158533075537,3.05771337105269
50,0.962961359829203,5.72242339872832
50,1.14887277297163,6.51915936137051
50,0.966603449706093,9.59923392283392
50,1.13476464434073,10.8850475194283
50,0.991608746118904,5.24947026426435
50,0.904618776806271,8.31263813572683
50,1.11374954904624,0.98899397840682
50,0.879653073790613,2.9725391073557
50,1.17280676722378,NA
50,0.938137196190398,8.67149947065283
50,0.879121819939202,2.69447863385759
50,0.981512282866849,3.89087167640454
50,1.05098181259459,11.1116419040371
50,0.969199638413953,12.3626840605949
50,0.996186187282394,13.3214078593537
50,0.971879642922178,NA
50,0.946956604847257,6.91851657688839
50,1.02489698829499,12.826513060644
50,0.879253844714698,23.7411981998056
50,0.917413455562769,22.1344470925391
50,1.00565321746157,10.4084127289559
50,0.933383811351134,2.51110397792493
50,1.06999110537712,12.8071472282638
50,1.02063190125206,3.60078558960077
100,0.775006390703612,25.4948295083158
100,0.67482102662734,11.5808473340659
100,0.736569526584995,4.10978932187711
100,0.684366819213529,3.5274925216214
100,0.651170506799418,10.8242363908921
100,0.694789587211209,0.457869632358654
100,0.648218081572569,14.4376534001452
100,0.682380088317831,3.99487945423821
100,0.775431754076201,14.2534894497413
100,0.618393768954935,12.4805568786659
100,0.633209552146598,7.24709923343675
100,0.700669639514538,34.2171482957416
100,0.701957792503476,10.030927546393
100,0.65865295054205,8.20916054807713
100,0.605094978219549,47.8101410234132
100,0.710792137706917,7.34449084427906
100,0.583613002299652,5.41987113022058
100,0.63282261269154,4.6017787399676
100,0.706103441818767,12.1060812426746
100,0.680287967524875,20.7473599411437
100,0.69350045213543,8.00525495571883
100,0.681221678994607,6.08799745886915
100,0.650393986413978,6.24037583305148
100,0.642461376288205,13.3734549394119
100,0.749207304997856,18.8134753846846
100,0.750225431081682,10.9254755804722
100,0.708289411960561,13.1610559821064
100,0.637594038778946,23.5890204785728
100,0.685939638429624,3.94023984685221
100,0.679340224986898,20.462532718586
100,0.679812129266527,18.7761335543489
100,0.67709773246311,4.1427272169803
100,0.70593615778287,19.6811718547074
100,0.588757975262857,13.9837745981635
100,0.671118157297437,3.57309728269264
100,0.820634587602941,7.09631095671701
100,0.697895597418043,19.6534983773402
100,0.701317258185994,12.2421367801188
100,0.73858706642344,NA
100,0.663190405265741,7.60237901907892
100,0.646762120749365,5.51809041695624
100,0.724981130136847,1.97450834580338
100,0.749448301049358,14.2528010956028
100,0.638846710514452,10.9138285981546
100,0.643413944661732,5.7394210038476
100,0.624251708507432,12.8661623906353
100,0.695500888721458,18.363292457797
100,0.658815338658642,20.1008458839989
100,0.57960806604381,1.01411859909794
100,0.713178916149088,15.3917742211204
100,0.718512095659305,15.7503947273946
100,0.757317493420693,22.8891545683065
100,0.651285287623672,14.4646583103988
100,0.62153994869756,11.5363640985201
100,0.736379359392866,5.83822546588002
100,0.748265780750828,1.07514574197589
100,0.653914017667045,8.2079155293534
100,0.663416421464328,3.93622625873427
100,0.704668110694284,29.1696783773042
100,0.711538360052616,5.36679089295554
100,0.70613821793728,19.6281086638079
100,0.703749341379778,5.99689105754483
100,0.739660281106344,19.2547563677065
100,0.644822942851762,26.0946036053032
100,0.677308484817209,14.6277254968723
100,0.671056217679472,2.69727049763001
100,0.685379731508908,4.68873623472431
100,0.567899673214594,15.3605032225304
100,0.634406340819533,7.17210689802746
100,0.662876938082427,4.07578055516967
100,0.842511389088104,5.87525868488468
100,0.737951141426177,1.99697684118633
100,0.682449046305898,NA
100,0.73819908635527,9.73154660303892
100,0.69338901205988,12.309587137737
100,0.705616274009875,5.34128246778775
100,0.632542969336545,16.716157787108
100,0.644264699521896,11.0019808971742
100,0.874185754158482,31.7229600585758
100,0.625812612230031,9.984384536494
100,0.645002183688101,29.4558750244836
100,0.719268906654957,6.94161558597061
100,0.596391617064327,22.1877910846096
100,0.727388991172431,2.56694689952942
100,0.732328940212816,16.7278587249521
100,0.718463313671112,12.0595169441472
100,0.672033743539157,8.14348811106466
100,0.652000852983397,14.2235360570315
100,0.709806915751183,2.80419901766055
100,0.642658465193376,2.98171994329626
100,0.660074366138573,12.6162284288257
100,0.70557449132558,26.5211659641787
100,0.689511997469878,2.59944424656321
100,0.676082288079386,7.06970142106794
100,0.644861295141253,18.8544427340161
100,0.673357067127518,21.9971724049756
100,0.668676893977552,1.04978021906922
100,0.68548479113098,7.81274303320284
100,0.764403200322415,13.015884608097
100,0.771963279336632,14.6954364715239
100,0.687764163190679,4.44479258100457
100,0.635271807837708,15.7885699870897
100,0.668400061772144,8.3438194721785
100,0.670156615712605,23.5153092994757
100,0.720347325656652,0.872260888201376
100,0.701426743387324,6.31190430763105
100,0.713050622398736,8.42482447239926
100,0.698091885880988,10.6288135393469
100,0.711480754010142,0.981079075867525
100,0.766104590155988,10.5301798343083
100,0.757590452866421,14.3115927543134
100,0.649479625317559,1.04262320178019
100,0.759294803680333,20.6250890656311
100,0.679929632604251,7.25592953937992
100,0.620968781090755,15.2850869633977
100,0.726175898680648,11.9867259010791
100,0.777199164672482,10.8018371363713
100,0.620514419926188,7.25436996786499
100,0.671284947150344,19.3868466476972
100,0.731400938296654,10.3421595702179
100,0.671321621050227,3.6386122933556
100,0.760878203626836,5.55430025990438
100,0.698142576823752,4.31803154779779
100,0.639916905973512,9.51762012960141
100,0.75339898289578,26.2849069781801
100,0.721174563561867,6.84569380654489
100,0.610971785366547,46.1201182912321
100,0.703937998911269,36.517651763797
100,0.644401374269115,3.10595111600933
100,0.569486674297359,25.1825409328813
100,0.678038681019097,4.45839447934231
100,0.749807988592925,4.81691551018236
100,0.665657251826964,21.8632077313572
100,0.598675251700202,61.0802391360595
100,0.650098572113915,18.704884424362
100,0.65659459371474,7.18503327483024
100,0.733051544300361,1.07980536317988
100,0.741762578432318,2.50149913981321
100,0.617493373024863,15.2768558884362
100,0.706037609271004,0.275858040014678
100,0.595897468165209,12.3681402327474
100,0.651129342217151,33.5605289597487
100,0.782915012439414,32.2488320930291
100,0.747691184527112,20.9573780840934
100,0.772004517806566,4.19653825554692
100,0.684468342900288,3.88447182888809
100,0.736936452852981,2.35101317717173
100,0.804854412633195,15.409228553789
100,0.741805218827085,0.51197071333282
100,0.740116184590874,1.30373685471843
100,0.71096647517713,2.33372132191097
100,0.606964631770579,24.9106774766336
100,0.690550334155626,35.6603644419561
100,0.612060766008863,18.089861472633
100,0.724724513133708,2.83941372094342
100,0.670103516872577,2.40414117028021
100,0.691449394680791,3.19958335964322
100,0.616687024372802,42.419761987744
100,0.652122264557236,19.4019259288149
100,0.62254193016349,5.29601277301677
100,0.654443393499844,4.78517165450792
100,0.623464522010223,4.17771967138178
100,0.728615931057091,4.87845625716906
100,0.598610800198557,8.21650556623102
100,0.627683896068018,4.68790467737939
100,0.731620870190059,11.1328939475325
100,0.619968311226092,1.18495705145282
100,0.642669200946027,43.5347712555334
100,0.716358380987605,13.4617133769118
100,0.675334541524241,43.6516805569949
100,0.760475367830647,16.3817724296159
100,0.676443653660966,10.5154908894219
100,0.663763628259005,8.31383380430523
100,0.627827969185061,1.65119338379643
100,0.649829063476631,11.6983823392899
100,0.766815287855436,0.792510913456147
100,0.817288315867308,14.7650605380845
100,0.558294285349448,25.1311846528849
100,0.726686912481037,7.0161073043811
100,0.71383943005027,5.38144079066923
100,0.62630607594921,6.97514254872517
100,0.712433074654857,10.559421286174
100,0.714629727004631,15.5275319239973
100,0.640150064789235,22.8863386718087
100,0.737851921563957,5.41551056778976
100,0.688821469062714,2.84779374573191
100,0.684515131312041,29.2537840422243
100,0.712286147743106,2.42913529732957
100,0.642061410914347,2.72724722346966
100,0.693865047141824,1.40115243364448
100,0.64945624867944,0.936114345509998
100,0.699690309252075,6.65844321799664
100,0.726470311962836,2.82221614052627
100,0.699129126701087,16.0828408931276
100,0.673390700687677,7.96215554860183
100,0.673766984570255,0.716755167313864
100,0.578846644469462,NA
100,0.659027921568225,1.91699654158432
100,0.60844390732141,17.7282978884678
100,0.71413087008824,21.9355142022143
200,0.504335351437362,17.0358057577416
200,0.43965356189665,5.34678181234232
200,0.430976977204583,1.27173361644782
200,0.458530599149961,3.76713264888394
200,0.463329238936695,26.2353471414632
200,0.45704226909357,51.5855517680794
200,0.445280097732979,3.54674745034559
200,0.515718489789291,12.4778495819482
200,0.441245329699292,20.7786109430236
200,0.495416000672579,35.545447079605
200,0.441002672908098,6.86737956293761
200,0.465875544542883,1.94457468654995
200,0.436476137263132,15.6442924985308
200,0.535449874871918,29.1754977585885
200,0.518454036464093,11.5021188420079
200,0.445287364299475,17.2001869205522
200,0.417377822461625,27.3128325301655
200,0.427119525034219,22.0758978363356
200,0.49325035444968,27.1199711388575
200,0.401503431254424,25.1103249037536
200,0.432754662680155,32.2525645041332
200,0.44838464807398,12.9982662092835
200,0.457936589229184,17.9934484423387
200,0.483080029791768,13.7435501715347
200,0.498259427062191,21.4949633415774
200,0.473116744860544,17.0413557189896
200,0.517949035699127,12.8988737678967
200,0.523929221957315,48.5954733339725
200,0.519048073801021,20.9088203757519
200,0.468076196156484,66.8864087461999
200,0.467800299935212,16.8565205957847
200,0.43176880563446,32.9512276078885
200,0.514018713612793,47.6859793995297
200,0.463860039243627,11.4232525917744
200,0.484970128668689,1.56888458886054
200,0.429961116569362,1.68920970611783
200,0.472145814382359,5.17425191028847
200,0.475936351331067,13.2367184541221
200,0.473517356790048,28.1093801086289
200,0.458811794766542,5.29126068426723
200,0.487706140309547,1.59607428437939
200,0.497007922714712,26.3075607815494
200,0.480944183188336,33.6251836333014
200,0.480955512030405,14.5777201334711
200,0.443324148014254,1.61765413766714
200,0.483227929377766,12.9519557532843
200,0.484061736382919,2.80264379959093
200,0.501949066860606,17.9898508251608
200,0.550391642448414,22.2824799742285
200,0.434700575463489,2.16277606642964
200,0.555572861681969,24.8902859182811
200,0.469088499198574,54.6849131821777
200,0.478600415579159,19.3078677645808
200,0.529185915724581,2.99755458252629
200,0.46338003193967,5.95247405685648
200,0.485548885790376,29.5774427186228
200,0.431037432819952,20.2169369299855
200,0.435617211469166,2.64197958299029
200,0.419690189123293,14.5569781852995
200,0.495882550117969,3.129909436341
200,0.508589065336902,15.2273853115107
200,0.461762912721125,4.16455343308003
200,0.487559363807167,5.95347048749149
200,0.455159615228919,4.21523829248249
200,0.492217115299711,20.6500220355547
200,0.46316716621376,27.267475597085
200,0.500935774296229,15.2056847388503
200,0.469588431156865,6.26955043629367
200,0.517939754935479,13.2925255772994
200,0.544185781639707,15.6537829469351
200,0.499093772749829,28.3410582045569
